SEQ_NAME	START	END	STRAND	FEATURE_NAME	TXN_START	TXN_END	EXON_COUNT	EXON_STARTS	EXON_ENDS
chr0L	1018426	1018485	+	CAGL0L09361g, CAGL0L09383g	1018426	1018485	1	1018426	1018485
chr0B	206234	206293	+	CAGL0B02189g, CAGL0B02211g	206234	206293	1	206234	206293
chr0D	147592	147651	+	CAGL0D01298g, CAGL0D01320g	147592	147651	1	147592	147651
chr0H	488231	488290	+	CAGL0H05071g	488231	488290	1	488231	488290
chr0G	512763	512822	+	CAGL0G05423g	512763	512822	1	512763	512822
chr0A	469357	469416	+	CAGL0A04829g, CAGL0A04851g	469357	469416	1	469357	469416
chr0M	101535	101594	+	CAGL0M00902g, CAGL0M00924g	101535	101594	1	101535	101594
chr0B	144330	144389	+	CAGL0B01573g	144330	144389	1	144330	144389
chr0K	526644	526703	+	CAGL0K05357g, CAGL0K05379g	526644	526703	1	526644	526703
chr0K	1146777	1146836	+	CAGL0K11880g	1146777	1146836	1	1146777	1146836
chr0I	414766	414825	+	CAGL0I04642g	414766	414825	1	414766	414825
chr0E	499806	499865	+	CAGL0E05126g	499806	499865	1	499806	499865
chr0D	594963	595022	+	CAGL0D06292g, CAGL0D06314g	594963	595022	1	594963	595022
chr0F	677502	677561	+	CAGL0F06919g	677502	677561	1	677502	677561
chr0F	152780	152839	+	CAGL0F01485g, CAGL0F01507g	152780	152839	1	152780	152839
chr0F	277235	277294	+	CAGL0F02849g	277235	277294	1	277235	277294
chr0A	48481	48540	+	CAGL0A00451g	48481	48540	1	48481	48540
chr0I	42206	42265	+	CAGL0I00550g, CAGL0I00572g	42206	42265	1	42206	42265
chr0C	189436	189495	+	CAGL0C01793g, CAGL0C01815g	189436	189495	1	189436	189495
chr0K	210681	210740	+	CAGL0K02343g	210681	210740	1	210681	210740
chr0K	880432	880491	+	CAGL0K08734g	880432	880491	1	880432	880491
chr0L	1301628	1301687	+	CAGL0L12122g, CAGL0L12144g	1301628	1301687	1	1301628	1301687
chr0F	554973	555032	+	CAGL0F05489g	554973	555032	1	554973	555032
chr0H	376629	376688	+	CAGL0H03993g, CAGL0H04015g	376629	376688	1	376629	376688
chr0G	430157	430216	+	CAGL0G04477g, CAGL0G04499g	430157	430216	1	430157	430216
chr0H	1021458	1021517	+	CAGL0H10494g	1021458	1021517	1	1021458	1021517
chr0M	82048	82107	+	CAGL0M00704g	82048	82107	1	82048	82107
chr0G	509424	509483	+	CAGL0G05401g	509424	509483	1	509424	509483
chr0J	39641	39700	+	CAGL0J00473g	39641	39700	1	39641	39700
chr0B	447043	447102	+	CAGL0B04609g, CAGL0B04631g	447043	447102	1	447043	447102
chr0L	264680	264739	+	CAGL0L02299g	264680	264739	1	264680	264739
chr0K	378711	378770	+	CAGL0K04037g, CAGL0K04059g	378711	378770	1	378711	378770
chr0L	939876	939935	+	CAGL0L08624g	939876	939935	1	939876	939935
chr0H	588669	588728	+	CAGL0H06017g	588669	588728	1	588669	588728
chr0G	351247	351306	+	CAGL0G03619g, CAGL0G03641g	351247	351306	1	351247	351306
chr0F	799754	799813	+	CAGL0F08085g	799754	799813	1	799754	799813
chr0G	327632	327691	+	CAGL0G03399g, CAGL0G03421g	327632	327691	1	327632	327691
chr0H	982539	982598	+	CAGL0H10054g, CAGL0H10076g	982539	982598	1	982539	982598
chr0M	1006801	1006860	+	CAGL0M10087g, CAGL0M10109g	1006801	1006860	1	1006801	1006860
chr0H	165021	165080	+	CAGL0H01683g, CAGL0H01705g	165021	165080	1	165021	165080
chr0D	495834	495893	+	CAGL0D05170g, CAGL0D05192g	495834	495893	1	495834	495893
chr0B	495110	495169	+	CAGL0B05049g, CAGL0B05071g	495110	495169	1	495110	495169
chr0A	310562	310621	+	CAGL0A03058g	310562	310621	1	310562	310621
chr0J	821582	821641	+	CAGL0J08272g, CAGL0J08294g	821582	821641	1	821582	821641
chr0J	488299	488358	+	CAGL0J05148g	488299	488358	1	488299	488358
chr0K	1282925	1282984	+	CAGL0K12958g, CAGL0K12980g	1282925	1282984	1	1282925	1282984
chr0M	643939	643998	+	CAGL0M06193g	643939	643998	1	643939	643998
chr0H	892988	893047	+	CAGL0H09130g	892988	893047	1	892988	893047
chr0I	670984	671043	+	CAGL0I06941g, CAGL0I06963g	670984	671043	1	670984	671043
chr0C	465250	465309	+	CAGL0C04961g, CAGL0C04983g	465250	465309	1	465250	465309
chr0H	236365	236424	+	CAGL0H02607g	236365	236424	1	236365	236424
chr0H	1097	1156	+	CAGL0H00110g	1097	1156	1	1097	1156
chr0B	231180	231239	+	CAGL0B02409g, CAGL0B02431g	231180	231239	1	231180	231239
chr0K	952755	952814	+	CAGL0K09746g	952755	952814	1	952755	952814
chr0H	396217	396276	+	CAGL0H04169g	396217	396276	1	396217	396276
chr0L	365439	365498	+	CAGL0L03157g	365439	365498	1	365439	365498
chr0M	587908	587967	+	CAGL0M05511g	587908	587967	1	587908	587967
chr0K	151371	151430	+	CAGL0K01705g	151371	151430	1	151371	151430
chr0J	1130141	1130200	+	CAGL0J11638g	1130141	1130200	1	1130141	1130200
chr0L	1314071	1314130	+	CAGL0L12210g	1314071	1314130	1	1314071	1314130
chr0G	364965	365024	+	CAGL0G03795g, CAGL0G03817r	364965	365024	1	364965	365024
chr0J	1009914	1009973	+	CAGL0J10340g, CAGL0J10362g	1009914	1009973	1	1009914	1009973
chr0F	354501	354560	+	CAGL0F03619g	354501	354560	1	354501	354560
chr0L	74546	74605	+	CAGL0L00605g, CAGL0L00627g	74546	74605	1	74546	74605
chr0B	330599	330658	+	CAGL0B03377g, CAGL0B03399g	330599	330658	1	330599	330658
chr0J	898247	898306	+	CAGL0J09108g	898247	898306	1	898247	898306
chr0J	696698	696757	+	CAGL0J07238g, CAGL0J07260g	696698	696757	1	696698	696757
chr0B	355783	355842	+	CAGL0B03553g	355783	355842	1	355783	355842
chr0F	103803	103862	+	CAGL0F00957g	103803	103862	1	103803	103862
chr0M	393875	393934	+	CAGL0M03465g	393875	393934	1	393875	393934
chr0K	449025	449084	+	CAGL0K04653g, CAGL0K04675g	449025	449084	1	449025	449084
chr0J	470338	470397	+	CAGL0J04950g	470338	470397	1	470338	470397
chr0G	298482	298541	+	CAGL0G03179g	298482	298541	1	298482	298541
chr0A	349354	349413	+	CAGL0A03454g	349354	349413	1	349354	349413
chr0D	200743	200802	+	CAGL0D01892g, CAGL0D01914g	200743	200802	1	200743	200802
chr0D	54345	54404	+	CAGL0D00440g, CAGL0D00462g	54345	54404	1	54345	54404
chr0I	494269	494328	+	CAGL0I05192g	494269	494328	1	494269	494328
chr0F	812112	812171	+	CAGL0F08173g, CAGL0F08195g	812112	812171	1	812112	812171
chr0J	1029016	1029075	+	CAGL0J10516g	1029016	1029075	1	1029016	1029075
chr0L	1105509	1105568	+	CAGL0L10340g	1105509	1105568	1	1105509	1105568
chr0I	544685	544744	+	CAGL0I05720g, CAGL0I05742g	544685	544744	1	544685	544744
chr0J	505292	505351	+	CAGL0J05236g, CAGL0J05258g	505292	505351	1	505292	505351
chr0K	572338	572397	+	CAGL0K05841g	572338	572397	1	572338	572397
chr0K	1254014	1254073	+	CAGL0K12650g, CAGL0K12672g	1254014	1254073	1	1254014	1254073
chr0M	480979	481038	+	CAGL0M04367g	480979	481038	1	480979	481038
chr0D	467550	467609	+	CAGL0D04752g, CAGL0D04774g	467550	467609	1	467550	467609
chr0L	1052326	1052385	+	CAGL0L09823g	1052326	1052385	1	1052326	1052385
chr0H	474757	474816	+	CAGL0H04961g	474757	474816	1	474757	474816
chr0M	1077821	1077880	+	CAGL0M10802g	1077821	1077880	1	1077821	1077880
chr0H	948201	948260	+	CAGL0H09702g	948201	948260	1	948201	948260
chr0D	391932	391991	+	CAGL0D03916g	391932	391991	1	391932	391991
chr0C	116899	116958	+	CAGL0C01133g	116899	116958	1	116899	116958
chr0I	96553	96612	+	CAGL0I01144g, CAGL0I01166g	96553	96612	1	96553	96612
chr0H	482077	482136	+	CAGL0H05027g	482077	482136	1	482077	482136
chr0G	655784	655843	+	CAGL0G06864g	655784	655843	1	655784	655843
chr0D	457273	457332	+	CAGL0D04642g, CAGL0D04664r	457273	457332	1	457273	457332
chr0K	1091976	1092035	+	CAGL0K11231g, CAGL0K11253g	1091976	1092035	1	1091976	1092035
chr0I	363064	363123	+	CAGL0I04114g	363064	363123	1	363064	363123
chr0H	102261	102320	+	CAGL0H01089g	102261	102320	1	102261	102320
chr0L	461693	461752	+	CAGL0L03938g, CAGL0L03960g	461693	461752	1	461693	461752
chr0E	116296	116355	+	CAGL0E01265g	116296	116355	1	116296	116355
chr0J	1059745	1059804	+	CAGL0J10890g	1059745	1059804	1	1059745	1059804
chr0J	434880	434939	+	CAGL0J04576g, CAGL0J04598g	434880	434939	1	434880	434939
chr0C	29990	30049	+	CAGL0C00297g	29990	30049	1	29990	30049
chr0M	617340	617399	+	CAGL0M05841g, CAGL0M05863g	617340	617399	1	617340	617399
chr0J	836503	836562	+	CAGL0J08415g	836503	836562	1	836503	836562
chr0M	1106925	1106984	+	CAGL0M11264g	1106925	1106984	1	1106925	1106984
chr0I	549461	549520	+	CAGL0I05786g	549461	549520	1	549461	549520
chr0H	293742	293801	+	CAGL0H03091g	293742	293801	1	293742	293801
chr0F	244817	244876	+	CAGL0F02497g, CAGL0F02519g	244817	244876	1	244817	244876
chr0B	97465	97524	+	CAGL0B01078g	97465	97524	1	97465	97524
chr0C	305762	305821	+	CAGL0C03113g	305762	305821	1	305762	305821
chr0G	314124	314183	+	CAGL0G03289g	314124	314183	1	314124	314183
chr0J	569247	569306	+	CAGL0J06050g	569247	569306	1	569247	569306
chr0D	66503	66562	+	CAGL0D00528g	66503	66562	1	66503	66562
chr0K	482045	482104	+	CAGL0K04961g, CAGL0K04983g	482045	482104	1	482045	482104
chr0J	148529	148588	+	CAGL0J01551r, CAGL0J01573g	148529	148588	1	148529	148588
chr0M	26603	26662	+	CAGL0M00198g	26603	26662	1	26603	26662
chr0G	152746	152805	+	CAGL0G01650r, CAGL0G01672g	152746	152805	1	152746	152805
chr0C	59581	59640	+	CAGL0C00539g, CAGL0C00561g	59581	59640	1	59581	59640
chr0C	27296	27355	+	CAGL0C00253g, CAGL0C00275g	27296	27355	1	27296	27355
chr0I	1050039	1050098	+	CAGL0I10725g, CAGL0I10747g	1050039	1050098	1	1050039	1050098
chr0F	167772	167831	+	CAGL0F01683g, CAGL0F01705g	167772	167831	1	167772	167831
chr0K	377514	377573	+	CAGL0K04037g	377514	377573	1	377514	377573
chr0C	340517	340576	+	CAGL0C03369	340517	340576	1	340517	340576
chr0J	550472	550531	+	CAGL0J05786g	550472	550531	1	550472	550531
chr0B	310559	310618	+	CAGL0B03179g	310559	310618	1	310559	310618
chr0J	13585	13644	+	CAGL0J00187g	13585	13644	1	13585	13644
chr0G	989965	990024	+	CAGL0G10219g	989965	990024	1	989965	990024
chr0I	431969	432028	+	CAGL0I04818g	431969	432028	1	431969	432028
chr0H	211114	211173	+	CAGL0H02365g	211114	211173	1	211114	211173
chr0E	323458	323517	+	CAGL0E03476g	323458	323517	1	323458	323517
chr0C	163001	163060	+	CAGL0C01485g	163001	163060	1	163001	163060
chr0M	807801	807860	+	CAGL0M08074g	807801	807860	1	807801	807860
chr0J	447221	447280	+	CAGL0J04708g, CAGL0J04730r	447221	447280	1	447221	447280
chr0K	615224	615283	+	CAGL0K06303g	615224	615283	1	615224	615283
chr0D	482291	482350	+	CAGL0D04994g	482291	482350	1	482291	482350
chr0A	414081	414140	+	CAGL0A04213g	414081	414140	1	414081	414140
chr0J	1006215	1006274	+	CAGL0J10296g, CAGL0J10318g	1006215	1006274	1	1006215	1006274
chr0L	375567	375626	+	CAGL0L03267g, CAGL0L03289g	375567	375626	1	375567	375626
chr0K	688579	688638	+	CAGL0K07007g	688579	688638	1	688579	688638
chr0K	439640	439699	+	CAGL0K04609g, CAGL0K04631g	439640	439699	1	439640	439699
chr0H	65675	65734	+	CAGL0H00682g	65675	65734	1	65675	65734
chr0J	735323	735382	+	CAGL0J07568g	735323	735382	1	735323	735382
chr0C	41644	41703	+	CAGL0C00407g	41644	41703	1	41644	41703
chr0C	517472	517531	+	CAGL0C05423g, CAGL0C05445g	517472	517531	1	517472	517531
chr0K	95154	95213	+	CAGL0K00957g	95154	95213	1	95154	95213
chr0I	461590	461649	+	CAGL0I05016g, CAGL0I05038g	461590	461649	1	461590	461649
chr0G	49156	49215	+	CAGL0G00506g	49156	49215	1	49156	49215
chr0K	122449	122508	+	CAGL0K01375g, CAGL0K01397g	122449	122508	1	122449	122508
chr0K	72759	72818	+	CAGL0K00649g, CAGL0K00671g	72759	72818	1	72759	72818
chr0K	497023	497082	+	CAGL0K05093g, CAGL0K05115g	497023	497082	1	497023	497082
chr0M	1269040	1269099	+	CAGL0M12859g	1269040	1269099	1	1269040	1269099
chr0B	452411	452470	+	CAGL0B04675g	452411	452470	1	452411	452470
chr0H	511083	511142	+	CAGL0H05291g	511083	511142	1	511083	511142
chr0L	586051	586110	+	CAGL0L05258g	586051	586110	1	586051	586110
chr0M	159863	159922	+	CAGL0M01408g	159863	159922	1	159863	159922
chr0I	110883	110942	+	CAGL0I01342g	110883	110942	1	110883	110942
chr0K	549741	549800	+	CAGL0K05621g, CAGL0K05643g	549741	549800	1	549741	549800
chr0J	249730	249789	+	CAGL0J02530g	249730	249789	1	249730	249789
chr0C	443735	443794	+	CAGL0C04741g	443735	443794	1	443735	443794
chr0H	155011	155070	+	CAGL0H01573g, CAGL0H01595g	155011	155070	1	155011	155070
chr0D	229565	229624	+	CAGL0D02244g	229565	229624	1	229565	229624
chr0J	303698	303757	+	CAGL0J03168g	303698	303757	1	303698	303757
chr0M	537135	537194	+	CAGL0M04895g	537135	537194	1	537135	537194
chr0J	443867	443926	+	CAGL0J04686g	443867	443926	1	443867	443926
chr0M	1398129	1398188	+	CAGL0M14113g	1398129	1398188	1	1398129	1398188
chr0K	729187	729246	+	CAGL0K07370g, CAGL0K07392g	729187	729246	1	729187	729246
chr0H	668900	668959	+	CAGL0H06721g	668900	668959	1	668900	668959
chr0I	648506	648565	+	CAGL0I06688g	648506	648565	1	648506	648565
chr0F	207430	207489	+	CAGL0F02101g	207430	207489	1	207430	207489
chr0L	841541	841600	+	CAGL0L07634g	841541	841600	1	841541	841600
chr0E	495170	495229	+	CAGL0E05060g	495170	495229	1	495170	495229
chr0G	104061	104120	+	CAGL0G01100g	104061	104120	1	104061	104120
chr0L	487621	487680	+	CAGL0L04158g	487621	487680	1	487621	487680
chr0C	284313	284372	+	CAGL0C02849g, CAGL0C02871g	284313	284372	1	284313	284372
chr0I	692903	692962	+	CAGL0I07183g, CAGL0I07205g	692903	692962	1	692903	692962
chr0J	897812	897871	+	CAGL0J09108g	897812	897871	1	897812	897871
chr0G	218690	218749	+	CAGL0G02453g	218690	218749	1	218690	218749
chr0E	395253	395312	+	CAGL0E04092g	395253	395312	1	395253	395312
chr0D	650966	651025	+	CAGL0D06754g	650966	651025	1	650966	651025
chr0L	433023	433082	+	CAGL0L03740g	433023	433082	1	433023	433082
chr0G	852667	852726	+	CAGL0G08866g	852667	852726	1	852667	852726
chr0M	932973	933032	+	CAGL0M09383g	932973	933032	1	932973	933032
chr0C	406326	406385	+	CAGL0C04136g, CAGL0C04158g	406326	406385	1	406326	406385
chr0M	40455	40514	+	CAGL0M00330g, CAGL0M00352g	40455	40514	1	40455	40514
chr0J	937236	937295	+	CAGL0J09548g	937236	937295	1	937236	937295
chr0J	173590	173649	+	CAGL0J01804g	173590	173649	1	173590	173649
chr0G	871737	871796	+	CAGL0G09108g, CAGL0G09130g	871737	871796	1	871737	871796
chr0F	911152	911211	+	CAGL0F09229g, CAGL0F09251g	911152	911211	1	911152	911211
chr0K	627237	627296	+	CAGL0K06391g	627237	627296	1	627237	627296
chr0J	888589	888648	+	CAGL0J09020g	888589	888648	1	888589	888648
chr0H	153159	153218	+	CAGL0H01573g	153159	153218	1	153159	153218
chr0C	56768	56827	+	CAGL0C00517g, CAGL0C00539g	56768	56827	1	56768	56827
chr0C	268487	268546	+	CAGL0C02607g, CAGL0C02629g	268487	268546	1	268487	268546
chr0K	997350	997409	+	CAGL0K10252g	997350	997409	1	997350	997409
chr0I	788900	788959	+	CAGL0I08063g	788900	788959	1	788900	788959
chr0M	132759	132818	+	CAGL0M01188g	132759	132818	1	132759	132818
chr0M	1343754	1343813	+	CAGL0M13695g, CAGL0M13717g	1343754	1343813	1	1343754	1343813
chr0B	195382	195441	+	CAGL0B02101g	195382	195441	1	195382	195441
chr0L	357479	357538	+	CAGL0L03091g, CAGL0L03113g	357479	357538	1	357479	357538
chr0H	278412	278471	+	CAGL0H02959g, CAGL0H02981r	278412	278471	1	278412	278471
chr0L	1189537	1189596	+	CAGL0L11154g	1189537	1189596	1	1189537	1189596
chr0M	600974	601033	+	CAGL0M05599g, CAGL0M05621g	600974	601033	1	600974	601033
chr0I	7811	7870	+	CAGL0I00176g	7811	7870	1	7811	7870
chr0L	237139	237198	+	CAGL0L02013g, CAGL0L02035g	237139	237198	1	237139	237198
chr0C	190171	190230	+	CAGL0C01815g	190171	190230	1	190171	190230
chr0G	837813	837872	+	CAGL0G08800g	837813	837872	1	837813	837872
chr0A	44033	44092	+	CAGL0A00429g, CAGL0A00451g	44033	44092	1	44033	44092
chr0F	14145	14204	+	CAGL0F00165g, CAGL0F00187g	14145	14204	1	14145	14204
chr0I	691465	691524	+	CAGL0I07183g	691465	691524	1	691465	691524
chr0F	222007	222066	+	CAGL0F02255g	222007	222066	1	222007	222066
chr0F	388732	388791	+	CAGL0F03971g	388732	388791	1	388732	388791
chr0I	643620	643679	+	CAGL0I06622r, CAGL0I06644g	643620	643679	1	643620	643679
chr0M	36456	36515	+	CAGL0M00286g	36456	36515	1	36456	36515
chr0K	15192	15251	+	CAGL0K00143g	15192	15251	1	15192	15251
chr0F	3948	4007	+	CAGL0F00154g	3948	4007	1	3948	4007
chr0C	433956	434015	+	CAGL0C04521r, CAGL0C04543g	433956	434015	1	433956	434015
chr0K	842792	842851	+	CAGL0K08360g	842792	842851	1	842792	842851
chr0I	804665	804724	+	CAGL0I08261g	804665	804724	1	804665	804724
chr0E	624468	624527	+	CAGL0E06226g	624468	624527	1	624468	624527
chr0G	50671	50730	+	CAGL0G00506g	50671	50730	1	50671	50730
chr0I	408344	408403	+	CAGL0I04554g	408344	408403	1	408344	408403
chr0K	216701	216760	+	CAGL0K02387g	216701	216760	1	216701	216760
chr0M	755939	755998	+	CAGL0M07513g, CAGL0M07535r	755939	755998	1	755939	755998
chr0J	1080433	1080492	+	CAGL0J11110g	1080433	1080492	1	1080433	1080492
chr0I	820213	820272	+	CAGL0I08393g, CAGL0I08415g	820213	820272	1	820213	820272
chr0E	234535	234594	+	CAGL0E02453g, CAGL0E02475g	234535	234594	1	234535	234594
chr0C	472903	472962	+	CAGL0C05005g, CAGL0C05027g	472903	472962	1	472903	472962
chr0J	205239	205298	+	CAGL0J02068g	205239	205298	1	205239	205298
chr0D	468966	469025	+	CAGL0D04774g, CAGL0D04796g	468966	469025	1	468966	469025
chr0E	299977	300036	+	CAGL0E03245g	299977	300036	1	299977	300036
chr0G	660868	660927	+	CAGL0G06908g	660868	660927	1	660868	660927
chr0G	248598	248657	+	CAGL0G02695g	248598	248657	1	248598	248657
chr0K	712362	712421	+	CAGL0K07271g	712362	712421	1	712362	712421
chr0L	217868	217927	+	CAGL0L01881g, CAGL0L01903g	217868	217927	1	217868	217927
chr0E	542943	543002	+	CAGL0E05500g	542943	543002	1	542943	543002
chr0D	602553	602612	+	CAGL0D06380g, CAGL0D06402g	602553	602612	1	602553	602612
chr0G	666070	666129	+	CAGL0G06952g, CAGL0G06974g	666070	666129	1	666070	666129
chr0M	365982	366041	+	CAGL0M03201g	365982	366041	1	365982	366041
chr0G	908289	908348	+	CAGL0G09515g	908289	908348	1	908289	908348
chr0D	528094	528153	+	CAGL0D05544g	528094	528153	1	528094	528153
chr0K	1185035	1185094	+	CAGL0K12100g, CAGL0K12122g	1185035	1185094	1	1185035	1185094
chr0J	572961	573020	+	CAGL0J06072g	572961	573020	1	572961	573020
chr0M	424387	424446	+	CAGL0M03751g	424387	424446	1	424387	424446
chr0J	1092925	1092984	+	CAGL0J11242g	1092925	1092984	1	1092925	1092984
chr0H	509913	509972	+	CAGL0H05291g	509913	509972	1	509913	509972
chr0H	453727	453786	+	CAGL0H04741g	453727	453786	1	453727	453786
chr0M	1104566	1104625	+	CAGL0M11220g	1104566	1104625	1	1104566	1104625
chr0E	348759	348818	+	CAGL0E03718g, CAGL0E03740g	348759	348818	1	348759	348818
chr0M	655352	655411	+	CAGL0M06303g	655352	655411	1	655352	655411
chr0M	415064	415123	+	CAGL0M03685g, CAGL0M03707g	415064	415123	1	415064	415123
chr0M	814754	814813	+	CAGL0M08184g	814754	814813	1	814754	814813
chr0F	814357	814416	+	CAGL0F08195g, CAGL0F08217g	814357	814416	1	814357	814416
chr0F	402550	402609	+	CAGL0F04037g, CAGL0F04059g	402550	402609	1	402550	402609
chr0I	892968	893027	+	CAGL0I09218g	892968	893027	1	892968	893027
chr0F	870938	870997	+	CAGL0F08811g	870938	870997	1	870938	870997
chr0M	420374	420433	+	CAGL0M03729g	420374	420433	1	420374	420433
chr0K	894773	894832	+	CAGL0K08954g	894773	894832	1	894773	894832
chr0C	35167	35226	+	CAGL0C00341g, CAGL0C00363g	35167	35226	1	35167	35226
chr0C	157171	157230	+	CAGL0C01441g	157171	157230	1	157171	157230
chr0J	866703	866762	+	CAGL0J08778g	866703	866762	1	866703	866762
chr0K	885824	885883	+	CAGL0K08822g, CAGL0K08844g	885824	885883	1	885824	885883
chr0M	381235	381294	+	CAGL0M03333g	381235	381294	1	381235	381294
chr0C	240121	240180	+	CAGL0C02387g, CAGL0C02409g	240121	240180	1	240121	240180
chr0K	109337	109396	+	CAGL0K01133g	109337	109396	1	109337	109396
chr0B	184288	184347	+	CAGL0B02013g	184288	184347	1	184288	184347
chr0H	867341	867400	+	CAGL0H08888g	867341	867400	1	867341	867400
chr0B	110068	110127	+	CAGL0B01203, CAGL0B01232g	110068	110127	1	110068	110127
chr0G	595504	595563	+	CAGL0G06226g	595504	595563	1	595504	595563
chr0L	417787	417846	+	CAGL0L03630g, CAGL0L03652g	417787	417846	1	417787	417846
chr0G	89717	89776	+	CAGL0G00990g	89717	89776	1	89717	89776
chr0L	806450	806509	+	CAGL0L07282g	806450	806509	1	806450	806509
chr0L	172750	172809	+	CAGL0L01551g, CAGL0L01573g	172750	172809	1	172750	172809
chr0J	1105237	1105296	+	CAGL0J11396g	1105237	1105296	1	1105237	1105296
chr0I	222358	222417	+	CAGL0I02486g, CAGL0I02508g	222358	222417	1	222358	222417
chr0J	705602	705661	+	CAGL0J07304g	705602	705661	1	705602	705661
chr0M	973054	973113	+	CAGL0M09823g	973054	973113	1	973054	973113
chr0H	683216	683275	+	CAGL0H06875g	683216	683275	1	683216	683275
chr0G	680778	680837	+	CAGL0G07172g	680778	680837	1	680778	680837
chr0H	155375	155434	+	CAGL0H01595g	155375	155434	1	155375	155434
chr0M	49746	49805	+	CAGL0M00374g	49746	49805	1	49746	49805
chr0D	100419	100478	+	CAGL0D00836g	100419	100478	1	100419	100478
chr0H	950627	950686	+	CAGL0H09724g	950627	950686	1	950627	950686
chr0H	123932	123991	+	CAGL0H01287g	123932	123991	1	123932	123991
chr0J	1034970	1035029	+	CAGL0J10582g	1034970	1035029	1	1034970	1035029
chr0F	405894	405953	+	CAGL0F04059g, CAGL0F04081g	405894	405953	1	405894	405953
chr0K	1212237	1212296	+	CAGL0K12408g	1212237	1212296	1	1212237	1212296
chr0I	967945	968004	+	CAGL0I10098g, CAGL0I10120g	967945	968004	1	967945	968004
chr0H	685346	685405	+	CAGL0H06897g	685346	685405	1	685346	685405
chr0D	226199	226258	+	CAGL0D02200g	226199	226258	1	226199	226258
chr0J	1092262	1092321	+	CAGL0J11220g, CAGL0J11242g	1092262	1092321	1	1092262	1092321
chr0M	15926	15985	+	CAGL0M00132g, CAGL0M00154g	15926	15985	1	15926	15985
chr0L	1004739	1004798	+	CAGL0L09273g	1004739	1004798	1	1004739	1004798
chr0G	359708	359767	+	CAGL0G03729g	359708	359767	1	359708	359767
chr0K	887202	887261	+	CAGL0K08844g	887202	887261	1	887202	887261
chr0F	257103	257162	+	CAGL0F02651g	257103	257162	1	257103	257162
chr0A	344998	345057	+	CAGL0A03410g, CAGL0A03432g	344998	345057	1	344998	345057
chr0C	255148	255207	+	CAGL0C02519g, CAGL0C02541g	255148	255207	1	255148	255207
chr0D	475220	475279	+	CAGL0D04862g	475220	475279	1	475220	475279
chr0M	133800	133859	+	CAGL0M01188g	133800	133859	1	133800	133859
chr0M	1311525	1311584	+	CAGL0M13343g	1311525	1311584	1	1311525	1311584
chr0C	494	553	+	CAGL0C00110g	494	553	1	494	553
chr0M	1362131	1362190	+	CAGL0M13827g	1362131	1362190	1	1362131	1362190
chr0D	199316	199375	+	CAGL0D01892g	199316	199375	1	199316	199375
chr0L	1378076	1378135	+	CAGL0L12914g	1378076	1378135	1	1378076	1378135
chr0F	228879	228938	+	CAGL0F02365g, CAGL0F02387g	228879	228938	1	228879	228938
