SEQ_NAME	START	END	REP1	REP2	REP3
chr0D	11898	11957	-0.1865	-0.1104	-0.0276	
chr0D	119376	119435	-0.0602	-0.0491	0.054	
chr0D	119484	119543	0.0351	0.0638	-0.0068	
chr0D	119983	120042	0.0716	0.0706	-0.0069	
chr0D	120141	120200	0.1086	0.1001	-0.0205	
chr0D	120578	120637	0.0252	0.0308	-0.1282	
chr0D	120888	120947	-0.061	-0.0423	0	
chr0D	121222	121281	0.0786	0.081	0.0131	
chr0D	121507	121566	0.0155	-0.0298	-0.1071	
chr0D	121766	121825	0.1395	0.0865	0.0461	
chr0D	122078	122137	0.2074	0.183	0.0221	
chr0D	122332	122391	0.1684	0.1135	-0.0703	
chr0D	122459	122518	0.1074	0.0977	0.0058	
chr0D	122795	122854	0.1856	0.1073	0.0004	
chr0D	123035	123094	0.0721	-0.0031	-0.0179	
chr0D	12332	12391	-0.0977	-0.0948	-0.0278	
chr0D	123445	123504	0.0712	-0.0023	0.0983	
chr0D	123632	123691	0.2456	0.1512	0.0984	
chr0D	123999	124058	0.0251	-0.026	-0.0179	
chr0D	124210	124269	0.0821	0.0348	-0.0457	
chr0D	124642	124701	0.0043	0.04	0.1427	
chr0D	124882	124941	0.4789	0.5419	0.0286	
chr0D	125081	125140	0.0523	0.0611	-0.0045	
chr0D	125337	125396	0.0771	0.0646	-0.1245	
chr0D	125582	125641	0.163	0.0725	0.0529	
chr0D	12571	12630	-0.1409	-0.1034	0.0308	
chr0D	126049	126108	-0.0164	0.0593	0.0064	
chr0D	126201	126260	0.0236	0.1682	0.0305	
chr0D	126546	126605	-0.024	0.1611	-0.0006	
chr0D	126869	126928	0.0765	0.0814	0.0067	
chr0D	127084	127143	-0.0406	0.0128	-0.0637	
chr0D	127514	127573	-0.017	-0.0256	-0.0408	
chr0D	127808	127867	0.0017	0.0011	0	
chr0D	128175	128234	0.0848	0.0355	-0.0267	
chr0D	128269	128328	-0.006	-0.0063	0.0187	
chr0D	12857	12916	-0.0118	0.1383	-0.025	
chr0D	128661	128720	-0.1108	-0.1132	-0.2055	
chr0D	128932	128991	-0.0198	-0.0491	-0.0015	
chr0D	129060	129119	0.0056	0.05	-0.0273	
chr0D	129468	129527	-0.1519	-0.1541	0.0849	
chr0D	129817	129876	-0.1422	-0.1535	-0.0622	
chr0D	130099	130158	-0.0028	0.0343	0.0367	
chr0D	130373	130432	-0.1286	-0.1902	-0.1747	
chr0D	130683	130742	-0.1803	-0.2105	-0.084	
chr0D	131011	131070	0.094	-0.0279	-0.0339	
chr0D	131280	131339	-0.1424	-0.1115	0.0059	
chr0D	13155	13214	-0.1483	-0.1553	-0.0277	
chr0D	131643	131702	0.0953	0.1924	0.0438	
chr0D	131837	131896	0.0269	0.0192	0.099	
chr0D	132034	132093	0.0671	0.0056	0.0447	
chr0D	132299	132358	-0.0325	0.0457	0.0358	
chr0D	132697	132756	-0.2205	-0.1477	-0.1646	
chr0D	13291	13350	-0.1754	-0.1834	-0.0388	
chr0D	1330	1389	-0.0838	-0.0954	-0.1072	
chr0D	133092	133151	-0.0625	0.0066	-0.0526	
chr0D	133198	133257	-0.0059	0.0718	0.0506	
chr0D	133738	133797	-0.0201	0.0217	-0.0295	
chr0D	133968	134027	-0.0241	-0.0213	0.0038	
chr0D	134175	134234	-0.06	-0.0092	0.0373	
chr0D	134433	134492	-0.1052	-0.106	-0.042	
chr0D	134621	134680	0.0302	0.0072	-0.0041	
chr0D	135010	135069	0.0041	-0.0287	-0.068	
chr0D	135348	135407	0.2497	0.1725	0.0874	
chr0D	135668	135727	0.0629	0.0282	-0.0542	
chr0D	135888	135947	0.1548	0.1511	0.0077	
chr0D	136075	136134	0.3199	0.3136	0.099	
chr0D	136424	136483	0.2779	0.3116	0.1356	
chr0D	136674	136733	0.2581	0.1945	0.0904	
chr0D	136903	136962	0.2407	0.1733	0.15	
chr0D	137277	137336	0.4418	0.4288	0.1087	
chr0D	13737	13796	-0.151	-0.2221	-0.0839	
chr0D	137621	137680	-0.0183	-0.0322	0.0332	
chr0D	137689	137748	0.0458	0.0152	0.0311	
chr0D	137970	138029	0.0276	0.0122	0.0488	
chr0D	138493	138552	-0.0653	-0.0162	-0.0017	
chr0D	138662	138721	0.0804	0.0208	0.0269	
chr0D	139223	139282	0.2203	0.2583	0.0598	
chr0D	139330	139389	0.0147	0.0691	-0.0027	
chr0D	139802	139861	0.1326	0.041	0.0181	
chr0D	140002	140061	0.051	0.0556	-0.0344	
chr0D	140354	140413	0.1337	0.0739	0.0739	
chr0D	14039	14098	0.0087	-0.0401	-0.1069	
chr0D	140798	140857	0.3048	0.2348	0.1432	
chr0D	141159	141218	0.5487	0.4402	0.198	
chr0D	141355	141414	0.4656	0.5224	0.3225	
chr0D	14149	14208	-0.072	-0.066	-0.068	
chr0D	141829	141888	0.441	0.2669	0.0659	
chr0D	141996	142055	0.3573	0.2297	0.2429	
chr0D	142460	142519	0.2324	0.255	0.4531	
chr0D	142794	142853	0.2105	0.127	0.0863	
chr0D	143030	143089	0.2353	0.2476	0.2073	
chr0D	143238	143297	0.134	0.0682	0.1323	
chr0D	143561	143620	0.3343	0.3017	0.3021	
chr0D	143701	143760	0.1874	0.1059	0.2458	
chr0D	144038	144097	0.4336	0.4436	0.4315	
chr0D	144333	144392	0.3916	0.3167	0.1526	
chr0D	144597	144656	0.2831	0.2808	0.0063	
chr0D	144888	144947	0.1552	0.073	0.0466	
chr0D	145057	145116	0.21	0.1073	0.0661	
chr0D	145339	145398	0.3001	0.185	0.1435	
chr0D	14540	14599	0.007	-0.0527	-0.0558	
chr0D	145840	145899	0.5043	0.4506	0.2057	
chr0D	145903	145962	0.4909	0.4469	0.3495	
chr0D	146382	146441	0.2005	0.1815	0.3569	
chr0D	146568	146627	0.3157	0.3174	0.3576	
chr0D	146996	147055	0.2852	0.2078	0.0824	
chr0D	147298	147357	0.7597	0.8545	0.5398	
chr0D	147592	147651	0.1048	0.0873	0.0428	
chr0D	147869	147928	0.247	0.1108	-0.0139	
chr0D	148004	148063	0.0491	0.0083	-0.0142	
chr0D	14844	14903	-0.0593	0.0249	0.0132	
chr0D	148536	148595	-0.0121	0.0385	-0.0085	
chr0D	148780	148839	-0.0487	-0.0497	-0.0799	
chr0D	149002	149061	0.0798	0.083	0.0521	
chr0D	149143	149202	0.0225	-0.005	-0.0621	
chr0D	149487	149546	0.0584	0.099	-0.0632	
chr0D	149606	149665	0.1083	0.1074	0.0304	
chr0D	149960	150019	0.1426	0.22	0.1001	
chr0D	150198	150257	0.0914	0.1828	0.0565	
chr0D	150573	150632	0.1192	0.0999	0.0728	
chr0D	150716	150775	0.0624	0.1247	0.0625	
chr0D	151149	151208	0.1534	0.0487	0.0802	
chr0D	151214	151273	0.0639	0.0199	0.1104	
chr0D	151599	151658	0.0242	-0.1497	-0.1644	
chr0D	151781	151840	-0.0402	-0.0493	-0.0807	
chr0D	152123	152182	0.1401	-0.0285	0.0286	
chr0D	15230	15289	-0.0668	0.0049	-0.0178	
chr0D	152508	152567	0.2511	0.1676	0.0524	
chr0D	152789	152848	0.2461	0.2182	0.1825	
chr0D	1529	1588	0.0479	0.012	0.0471	
chr0D	153104	153163	0.2081	0.1531	0.0026	
chr0D	153322	153381	0.2493	0.2164	0.1857	
chr0D	153604	153663	0.1511	0.1003	0.2058	
chr0D	153952	154011	0.2441	0.2063	0.101	
chr0D	154251	154310	0.3079	0.2845	0.0532	
chr0D	154444	154503	0.0753	0.0795	0.0352	
chr0D	154677	154736	0.2449	0.1452	0.0161	
chr0D	155010	155069	0.1159	0.0816	0.0677	
chr0D	15522	15581	-0.195	-0.1301	-0.1473	
chr0D	155400	155459	0.1156	0.1514	0.0394	
chr0D	155607	155666	0.0463	0.1524	0.0194	
chr0D	155833	155892	0.038	0.0432	0.0307	
chr0D	156057	156116	-0.0074	0.0225	-0.0385	
chr0D	156358	156417	-0.1066	-0.1812	-0.139	
chr0D	156742	156801	-0.1905	-0.1343	-0.1341	
chr0D	157020	157079	-0.2011	-0.2431	-0.1263	
chr0D	15731	15790	-0.1135	-0.1267	-0.0291	
chr0D	157333	157392	-0.117	-0.1537	-0.1459	
chr0D	157528	157587	0.0414	-0.0506	-0.0525	
chr0D	157923	157982	-0.0382	-0.1468	-0.1117	
chr0D	158163	158222	-0.1341	-0.1416	-0.1281	
chr0D	158433	158492	-0.1558	-0.1616	-0.0765	
chr0D	158846	158905	-0.0452	-0.0473	-0.0753	
chr0D	159090	159149	-0.1034	-0.0641	-0.0364	
chr0D	159299	159358	-0.0433	-0.0132	0	
chr0D	15931	15990	-0.017	-0.0098	-0.0337	
chr0D	159673	159732	-0.1901	-0.1728	-0.1455	
chr0D	159865	159924	-0.0636	-0.0771	0.005	
chr0D	160143	160202	-0.1267	-0.2497	-0.0069	
chr0D	160328	160387	0.0219	-0.0206	0	
chr0D	160693	160752	-0.0798	-0.0674	-0.0723	
chr0D	160879	160938	-0.1476	-0.1996	-0.1924	
chr0D	161043	161102	-0.0211	-0.0478	-0.0008	
chr0D	161402	161461	0.0198	-0.0541	-0.0148	
chr0D	161716	161775	0.1733	0.0736	-0.0237	
chr0D	161982	162041	0.1476	0.0966	0.0639	
chr0D	162094	162153	0.044	-0.0209	0.2692	
chr0D	162507	162566	0.0681	0.0544	0.3794	
chr0D	162793	162852	0.0936	-0.0534	0.014	
chr0D	163027	163086	0.1916	0.1191	-0.0038	
chr0D	163277	163336	0.1356	0.0633	-0.023	
chr0D	163557	163616	0.0412	-0.0828	0.0034	
chr0D	16382	16441	-0.1419	-0.1054	-0.0864	
chr0D	163899	163958	0.1069	0.0108	0.0743	
chr0D	164146	164205	0.3646	0.2163	0.0895	
chr0D	164685	164744	0.3417	0.26	-0.05	
chr0D	164834	164893	0.2944	0.355	0.0876	
chr0D	165257	165316	0.1251	0.1491	0.0243	
chr0D	165493	165552	0.0779	0.1399	0.0447	
chr0D	165789	165848	-0.0165	0.014	-0.0735	
chr0D	166060	166119	0.1403	0.1114	0.0427	
chr0D	166287	166346	-0.0658	0.0438	0.0367	
chr0D	16645	16704	-0.2034	-0.1677	-0.1407	
chr0D	166668	166727	0.1033	0.041	0.0207	
chr0D	167062	167121	-0.0983	-0.1996	-0.1464	
chr0D	167307	167366	0.0111	-0.0022	-0.0125	
chr0D	167378	167437	-0.0303	-0.0155	-0.0902	
chr0D	167779	167838	-0.0425	0.0343	-0.0675	
chr0D	167888	167947	-0.0106	0.0701	0.0511	
chr0D	16798	16857	-0.0076	0	0.081	
chr0D	168233	168292	-0.0315	-0.0074	-0.0271	
chr0D	168624	168683	0.0098	-0.0896	-0.0831	
chr0D	168944	169003	-0.0448	-0.047	-0.0657	
chr0D	169198	169257	0.025	-0.0209	0.0433	
chr0D	169613	169672	-0.0776	-0.1311	-0.0247	
chr0D	169811	169870	0.0702	0.032	-0.0152	
chr0D	170161	170220	-0.0671	-0.0444	-0.1331	
chr0D	170388	170447	0.1722	0.134	0.0425	
chr0D	170727	170786	0.0324	0.0501	-0.0072	
chr0D	170910	170969	-0.0278	-0.0761	-0.0255	
chr0D	17118	17177	-0.0918	-0.0648	-0.1832	
chr0D	171186	171245	-0.0831	-0.04	-0.0644	
chr0D	171475	171534	-0.0291	0.0055	-0.0081	
chr0D	171716	171775	-0.0063	-0.0299	-0.028	
chr0D	172223	172282	-0.0377	-0.0326	-0.0258	
chr0D	172634	172693	-0.0946	-0.0696	0.0612	
chr0D	172948	173007	-0.0737	-0.1225	-0.1066	
chr0D	173250	173309	-0.0218	-0.0535	-0.0058	
chr0D	173461	173520	-0.0848	-0.0797	-0.0433	
chr0D	17352	17411	0.1443	0.1072	0.0469	
chr0D	173859	173918	-0.0999	-0.023	-0.0015	
chr0D	174047	174106	-0.164	-0.12	-0.1133	
chr0D	174473	174532	-0.087	-0.0726	-0.0922	
chr0D	174718	174777	-0.1859	-0.2059	-0.1278	
chr0D	175104	175163	-0.1789	-0.1701	-0.1117	
chr0D	175296	175355	-0.0012	-0.0152	0.1064	
chr0D	175711	175770	-0.0599	-0.0939	-0.0348	
chr0D	175846	175905	-0.1154	-0.1344	-0.0286	
chr0D	176245	176304	-0.0887	-0.128	-0.0195	
chr0D	176438	176497	0.1168	0.1867	-0.0511	
chr0D	176918	176977	-0.1421	-0.1798	-0.1115	
chr0D	177105	177164	-0.2132	-0.2272	-0.1167	
chr0D	177478	177537	-0.1155	-0.1794	0.0159	
chr0D	17758	17817	-0.0106	-0.0199	-0.1453	
chr0D	177819	177878	-0.0778	-0.0981	0.0334	
chr0D	178080	178139	-0.0166	0.0482	-0.0366	
chr0D	178319	178378	-0.1707	-0.0241	0.0273	
chr0D	178619	178678	-0.0021	-0.0674	-0.03	
chr0D	179017	179076	-0.0726	-0.0358	-0.0591	
chr0D	179311	179370	0.0058	-0.0677	-0.0239	
chr0D	179659	179718	0.0015	-0.1278	-0.1483	
chr0D	17980	18039	-0.0962	-0.1139	-0.0615	
chr0D	179878	179937	-0.08	-0.1256	-0.1223	
chr0D	180082	180141	0.0404	-0.026	0.0109	
chr0D	180366	180425	0.0775	0.1094	-0.0402	
chr0D	180484	180543	0.0887	0.0144	0.0129	
chr0D	180837	180896	0.0606	0.0722	0.0451	
chr0D	181042	181101	0.0064	-0.0739	0.0097	
chr0D	181294	181353	0.0557	0.0887	0.0633	
chr0D	181612	181671	0.1124	0	0.042	
chr0D	181795	181854	0.0363	-0.1214	-0.0397	
chr0D	182130	182189	-0.016	-0.088	-0.1207	
chr0D	182362	182421	0.0354	0.004	-0.004	
chr0D	182753	182812	0.2024	0.0771	0.09	
chr0D	183015	183074	0.0943	0.0713	0.2004	
chr0D	183366	183425	0.306	0.425	0.1665	
chr0D	18340	18399	-0.014	-0.0081	-0.0158	
chr0D	183458	183517	0.1433	0.124	0.0599	
chr0D	183735	183794	-0.1388	-0.0949	-0.047	
chr0D	184240	184299	-0.083	0.0172	-0.0161	
chr0D	184453	184512	-0.122	-0.0636	-0.0603	
chr0D	184673	184732	-0.0715	-0.0565	-0.0655	
chr0D	18496	18555	0.0185	-0.0196	-0.0847	
chr0D	185011	185070	-0.1214	0.0768	-0.0179	
chr0D	185191	185250	-0.1924	-0.1198	-0.022	
chr0D	185507	185566	-0.0066	-0.0561	-0.1183	
chr0D	185802	185861	-0.0578	-0.1127	0.088	
chr0D	186133	186192	-0.0594	-0.0227	-0.0595	
chr0D	186498	186557	-0.0253	0.0353	0.0543	
chr0D	186792	186851	-0.1427	-0.0131	-0.0311	
chr0D	186900	186959	-0.0706	-0.0038	0.0054	
chr0D	187281	187340	0.0187	-0.008	0.0035	
chr0D	187565	187624	-0.1291	-0.1506	-0.1202	
chr0D	187764	187823	0.0552	0.0912	-0.0025	
chr0D	188120	188179	-0.1271	-0.1848	-0.1369	
chr0D	188382	188441	-0.1007	-0.0817	-0.094	
chr0D	188765	188824	-0.1099	-0.0956	-0.0925	
chr0D	188976	189035	-0.259	-0.1628	-0.0625	
chr0D	189397	189456	-0.0336	-0.1126	0.0182	
chr0D	1895	1954	0.0356	-0.0148	0.002	
chr0D	18967	19026	0.0073	-0.0803	-0.0473	
chr0D	189810	189869	-0.0581	-0.0105	-0.0362	
chr0D	189988	190047	-0.0243	0.0458	0.0226	
chr0D	190293	190352	-0.1025	0.03	0.0077	
chr0D	190539	190598	-0.06	-0.0279	0.0191	
chr0D	190850	190909	-0.1568	-0.0942	-0.1086	
chr0D	191182	191241	-0.1126	0.0133	-0.0681	
chr0D	191585	191644	-0.1057	-0.0364	-0.0166	
chr0D	191888	191947	0.0367	0.0377	0.1065	
chr0D	192149	192208	0.119	0.1896	0.0751	
chr0D	19238	19297	0.2167	0.0551	-0.0024	
chr0D	192426	192485	-0.1208	-0.005	-0.0124	
chr0D	192659	192718	0.0261	0.0437	0.0087	
chr0D	193089	193148	0.114	0.1143	0.0203	
chr0D	193259	193318	-0.0258	-0.0183	-0.1568	
chr0D	193636	193695	-0.0934	-0.0388	-0.0843	
chr0D	193780	193839	0.0016	0.0404	0.1093	
chr0D	194292	194351	0.1277	0.153	0.0047	
chr0D	194538	194597	0.0051	-0.0239	-0.0399	
chr0D	194727	194786	0.0521	0.0496	-0.0231	
chr0D	194977	195036	0.033	-0.0059	0.005	
chr0D	195429	195488	-0.0337	-0.0706	-0.0473	
chr0D	195628	195687	-0.0392	-0.0256	-0.0009	
chr0D	19577	19636	0.2539	0.1865	0.0499	
chr0D	196060	196119	0.0049	-0.0075	-0.019	
chr0D	196230	196289	-0.017	0.0042	-0.0285	
chr0D	196614	196673	0.0868	0.1624	0.0138	
chr0D	196766	196825	0.0666	0.135	-0.0117	
chr0D	197229	197288	0.0408	-0.0109	-0.0321	
chr0D	197332	197391	0.0155	0.0001	-0.0554	
chr0D	197709	197768	0.0616	0.0711	0.0134	
chr0D	198125	198184	-0.0002	0.0325	-0.0569	
chr0D	19827	19886	0.281	0.1425	0.0448	
chr0D	198273	198332	0.1367	0.0154	0.0535	
chr0D	198753	198812	0.1476	0.1061	-0.0008	
chr0D	199081	199140	0.1297	0.1637	-0.1145	
chr0D	199316	199375	0.088	0.0812	0.0548	
chr0D	199594	199653	0.0373	0.1224	-0.0298	
chr0D	19968	20027	0.2483	0.1682	-0.0251	
chr0D	199875	199934	0.1236	0.2073	0.2087	
chr0D	200253	200312	0.1028	0.1017	0.1365	
chr0D	200458	200517	0.2234	0.256	0.008	
chr0D	200743	200802	0.2254	0.3211	0.0488	
chr0D	201005	201064	0.1693	0.2536	0.0292	
chr0D	201415	201474	0.0937	0.1748	0.0385	
chr0D	201874	201933	0.2324	0.1937	0.2012	
chr0D	202211	202270	-0.0516	-0.0791	0.0111	
chr0D	202391	202450	0.1612	0.1498	0.0576	
chr0D	202859	202918	0.152	0.0628	0.0552	
chr0D	20332	20391	0.2881	0.2935	0.0085	
chr0D	203334	203393	0.2272	-0.0403	0.0303	
chr0D	203593	203652	0.1875	-0.0594	0.0188	
chr0D	203665	203724	0.2375	-0.0052	0.0188	
chr0D	203957	204016	0.5471	0.5698	0.2733	
chr0D	204387	204446	0.2541	0.1136	0.0673	
chr0D	204496	204555	0.298	0.1071	0.1328	
chr0D	204901	204960	0.2053	0.1367	0.0062	
chr0D	205282	205341	0.1096	0.095	0.0407	
chr0D	20534	20593	0.1449	0.0956	0.0468	
chr0D	205386	205445	0.1346	0.1338	0.1965	
chr0D	205756	205815	0.0959	0.0966	0.2197	
chr0D	206077	206136	0.091	0.1239	0.0223	
chr0D	206327	206386	0.1572	0.0882	0.0331	
chr0D	206510	206569	0.1189	0.0943	0.2049	
chr0D	206933	206992	0.0117	-0.0834	-0.0723	
chr0D	207204	207263	0.1456	0.0177	0.1322	
chr0D	207622	207681	0.0236	0.0125	0.0587	
chr0D	207754	207813	-0.0369	-0.0185	-0.043	
chr0D	208039	208098	0.0469	0.0957	0.0264	
chr0D	208396	208455	-0.1409	-0.1133	-0.0283	
chr0D	208726	208785	-0.0491	-0.0519	-0.0925	
chr0D	208974	209033	-0.0434	-0.129	-0.0774	
chr0D	209188	209247	-0.0275	-0.1131	-0.1067	
chr0D	209519	209578	0.1022	0.0759	-0.0076	
chr0D	20962	21021	0.3383	0.1989	0.1019	
chr0D	209867	209926	-0.1015	-0.0594	-0.0794	
chr0D	210206	210265	-0.0156	0.0192	0.0113	
chr0D	210496	210555	0.0472	0.0027	0.0154	
chr0D	210651	210710	0.0909	0.0598	0.105	
chr0D	210922	210981	-0.1542	-0.1743	-0.0482	
chr0D	211264	211323	-0.0174	-0.0429	0.0569	
chr0D	211636	211695	0.044	-0.0304	-0.1187	
chr0D	21186	21245	0.3191	0.2364	0.2285	
chr0D	211965	212024	0.0421	0.0299	-0.0108	
chr0D	212248	212307	-0.0118	-0.0471	-0.0101	
chr0D	212685	212744	-0.0922	-0.0503	-0.1461	
chr0D	213016	213075	-0.0763	-0.1629	-0.081	
chr0D	213311	213370	-0.0608	-0.1706	-0.1062	
chr0D	213492	213551	-0.1601	-0.0857	-0.0073	
chr0D	213873	213932	0.0266	-0.0259	0.0219	
chr0D	214286	214345	0.0858	0.0226	-0.0513	
chr0D	214369	214428	0	-0.0577	-0.0134	
chr0D	214729	214788	0.1357	0.0963	-0.0055	
chr0D	215084	215143	0.1374	0.1824	0.0585	
chr0D	215364	215423	0.123	0.1056	0.0028	
chr0D	215625	215684	0.0158	0.0923	0.0456	
chr0D	21594	21653	0.1488	0.1542	0.0343	
chr0D	215966	216025	-0.0148	-0.098	-0.1095	
chr0D	216428	216487	0.1384	0.1812	0.0113	
chr0D	216629	216688	0.0637	0.0153	0.0633	
chr0D	2168	2227	-0.0613	-0.0778	-0.1805	
chr0D	216815	216874	0.0245	-0.0106	-0.0133	
chr0D	21711	21770	0.0696	0.1635	0.013	
chr0D	217111	217170	0.1766	0.1397	0.1692	
chr0D	217361	217420	0.1266	0.1355	0.0693	
chr0D	217702	217761	-0.0309	-0.0083	-0.0227	
chr0D	218027	218086	0.05	0.0297	0.0195	
chr0D	218410	218469	-0.0314	0.0527	-0.0156	
chr0D	218490	218549	0	0.066	0.0136	
chr0D	218946	219005	-0.0591	0.0233	-0.0122	
chr0D	219184	219243	0.2329	0.1749	0.0765	
chr0D	219488	219547	0.039	0.0036	-0.0095	
chr0D	219743	219802	0.0533	0.0242	0.0185	
chr0D	219960	220019	-0.0519	-0.1136	-0.0471	
chr0D	22002	22061	0.2249	0.2298	0.0341	
chr0D	220419	220478	0.0515	-0.0043	-0.0154	
chr0D	220606	220665	0.122	0.054	0.1278	
chr0D	221	280	0.0401	0.0318	-0.0308	
chr0D	221016	221075	0.8255	0.8443	0.4463	
chr0D	221224	221283	0.0735	-0.0009	0.0037	
chr0D	221513	221572	-0.3166	-0.2946	-0.1369	
chr0D	221859	221918	-0.034	-0.1814	-0.0116	
chr0D	221955	222014	-0.0721	-0.2139	-0.0044	
chr0D	222347	222406	0.0114	0.0251	-0.0105	
chr0D	22261	22320	0.2617	0.1621	0.1927	
chr0D	222663	222722	-0.0989	-0.0181	0.0032	
chr0D	222900	222959	0.0231	0.0134	0.066	
chr0D	223384	223443	-0.1284	-0.1509	-0.0632	
chr0D	223562	223621	-0.0698	-0.0295	-0.0498	
chr0D	223851	223910	-0.123	-0.0685	-0.0461	
chr0D	224118	224177	-0.0731	-0.0895	-0.1162	
chr0D	224475	224534	-0.1409	-0.1957	-0.0281	
chr0D	224740	224799	-0.063	0.0277	-0.1472	
chr0D	225056	225115	-0.0557	0.0046	0.0345	
chr0D	225256	225315	-0.1735	-0.0956	0.0839	
chr0D	22560	22619	0.3978	0.288	0.1058	
chr0D	225655	225714	-0.2637	-0.2014	-0.1267	
chr0D	225926	225985	-0.2125	-0.2596	0.003	
chr0D	226199	226258	-0.1856	-0.2052	-0.0592	
chr0D	226409	226468	-0.3016	-0.3282	-0.3744	
chr0D	226917	226976	-0.0327	-0.0576	0.0118	
chr0D	227199	227258	-0.1803	-0.1784	-0.0117	
chr0D	227359	227418	-0.1945	-0.2424	-0.0302	
chr0D	227728	227787	-0.03	-0.0569	0	
chr0D	228005	228064	-0.073	0.022	0.0007	
chr0D	228366	228425	-0.0715	-0.0818	0.0073	
chr0D	22851	22910	0.3654	0.2141	0.0441	
chr0D	228676	228735	-0.0125	0.0393	0.0874	
chr0D	229047	229106	-0.0678	-0.0936	0.0872	
chr0D	229247	229306	-0.1421	-0.0899	-0.012	
chr0D	229565	229624	-0.1342	-0.1319	-0.0415	
chr0D	229816	229875	-0.203	-0.1585	-0.0978	
chr0D	230183	230242	-0.1556	-0.0938	-0.1517	
chr0D	230545	230604	-0.1184	-0.1187	-0.2369	
chr0D	230861	230920	-0.0662	-0.071	0.028	
chr0D	231139	231198	-0.0747	-0.1057	-0.2714	
chr0D	231474	231533	0.109	0.0118	0.0253	
chr0D	231668	231727	0.128	0.052	0.1122	
chr0D	232157	232216	0.1057	-0.0116	0.0402	
chr0D	23217	23276	0.0973	0.1018	0.0074	
chr0D	232433	232492	0.0349	0.1002	0.0625	
chr0D	232716	232775	-0.0148	0.0733	0.0636	
chr0D	232960	233019	-0.111	0.0282	0.0012	
chr0D	233164	233223	0.0179	0.1018	0.0015	
chr0D	233508	233567	-0.0748	-0.0133	-0.0628	
chr0D	233888	233947	-0.0976	-0.0715	-0.0728	
chr0D	234131	234190	0.0804	0.0719	0.1593	
chr0D	234357	234416	-0.0346	-0.0323	-0.0615	
chr0D	234649	234708	-0.1249	-0.1513	0.0005	
chr0D	234954	235013	0.0238	-0.0657	-0.0521	
chr0D	235389	235448	0.0597	0.0381	0.0508	
chr0D	235657	235716	0.0258	-0.009	-0.0497	
chr0D	235975	236034	-0.0704	0.0105	0.0897	
chr0D	23620	23679	-0.0065	-0.0407	-0.0373	
chr0D	236240	236299	-0.0469	-0.1635	-0.0823	
chr0D	236580	236639	-0.0725	-0.0856	-0.0794	
chr0D	236879	236938	-0.0711	-0.1575	-0.2161	
chr0D	237331	237390	-0.0424	-0.0151	0.0107	
chr0D	237573	237632	-0.0972	-0.107	-0.1388	
chr0D	237791	237850	-0.1496	-0.1103	-0.1094	
chr0D	238190	238249	-0.0665	-0.0181	-0.0045	
chr0D	238371	238430	-0.1458	-0.0548	0	
chr0D	23859	23918	-0.0035	0.0425	-0.0024	
chr0D	238693	238752	-0.02	0.0738	-0.0208	
chr0D	238935	238994	-0.1065	-0.1163	0.0682	
chr0D	239261	239320	-0.1199	-0.1114	-0.0477	
chr0D	239586	239645	0.0339	0.0447	-0.038	
chr0D	239869	239928	-0.0569	-0.1496	-0.0098	
chr0D	240171	240230	-0.1474	-0.1693	0.0604	
chr0D	24018	24077	0.3418	0.3428	0.0077	
chr0D	240319	240378	-0.1263	-0.1548	-0.28	
chr0D	240552	240611	-0.1124	-0.1221	-0.0448	
chr0D	241017	241076	-0.2603	-0.2952	-0.1301	
chr0D	241217	241276	-0.1788	-0.1273	0.0263	
chr0D	241511	241570	-0.0049	0.0522	0.0151	
chr0D	241721	241780	-0.0618	-0.0284	-0.0716	
chr0D	242000	242059	-0.04	-0.0217	0.0057	
chr0D	242282	242341	-0.0642	-0.1074	-0.1341	
chr0D	242620	242679	-0.1112	-0.2115	-0.0956	
chr0D	24290	24349	0.0728	0.0815	0.0785	
chr0D	242907	242966	-0.1876	-0.2066	-0.1206	
chr0D	243131	243190	-0.1622	-0.191	-0.0103	
chr0D	243373	243432	-0.0631	-0.0367	0.0756	
chr0D	243664	243723	-0.2903	-0.1981	-0.0587	
chr0D	243831	243890	-0.0145	0.0227	-0.1052	
chr0D	244353	244412	-0.197	-0.1024	-0.0884	
chr0D	2445	2504	0.0061	0.0317	-0.0356	
chr0D	244701	244760	-0.1364	-0.1564	-0.0246	
chr0D	245068	245127	-0.1344	-0.0657	0.0486	
chr0D	245253	245312	-0.0699	0.038	0.0653	
chr0D	245604	245663	-0.0021	0.1246	0.061	
chr0D	245900	245959	0.0008	0.0399	0.0177	
chr0D	246174	246233	0.0393	0.0246	0.0742	
chr0D	24618	24677	0.0297	0.0267	0.0188	
chr0D	246383	246442	-0.0601	-0.0717	-0.0224	
chr0D	246645	246704	-0.1544	-0.1897	-0.0055	
chr0D	246956	247015	-0.1997	-0.2979	-0.1101	
chr0D	247370	247429	-0.1448	-0.0682	-0.068	
chr0D	247615	247674	-0.2534	-0.1528	0	
chr0D	247817	247876	-0.0356	-0.082	0.0045	
chr0D	248101	248160	-0.1283	-0.1104	0.0001	
chr0D	248389	248448	-0.1722	-0.2924	-0.2129	
chr0D	248942	249001	0.0043	-0.0416	0.0051	
chr0D	24902	24961	0.1596	0.058	0.0191	
chr0D	249277	249336	-0.0773	-0.1136	-0.0304	
chr0D	249367	249426	-0.0561	-0.1506	-0.0984	
chr0D	249820	249879	-0.0703	-0.0247	0.0966	
