Candida albicans SC5314	Candida albicans WO-1	Candida dubliniensis CD36 	Candida tropicalis MYA-3404	Candida parapsilosis CDC317	Candida orthopsilosis Co 90-125	Lodderomyces elongisporus NRLL YB-4239	Debaryomyces hansenii CBS767	Pichia stipitis Pignal	Candida tenuis NRRL Y-1498	Spathaspora passalidarum NRRL Y-27907	Candida guilliermondii ATCC 6260	Candida lusitaniae ATCC 42720	Saccharomyces cerevisiae S288C	Candida glabrata CBS138
orf19.6109	CAWG_01360	CD36_00070	---	CPAR2_109520	CORT0B10590	LELG_01447	DEHA2A13420g	PICST_63551	CANTEDRAFT_122819	SPAPADRAFT_57666	PGUG_01096	CLUG_03455	YCR084C	CAGL0E00561g
orf19.3291	CAWG_01271	CD36_00970	CTRG_04404	CPAR2_110080	CORT0B11190	LELG_05598	DEHA2B00924g	PICST_51802	CANTEDRAFT_115202	SPAPADRAFT_57792	PGUG_00048	CLUG_00020	YBR034C	CAGL0I04730g
orf19.819	CAWG_04161	CD36_18680	CTRG_01451	CPAR2_209300	CORT0A08590	LELG_00775	DEHA2D10912g	PICST_71972	CANTEDRAFT_112590	SPAPADRAFT_60524	PGUG_00711	CLUG_00159	YKL192C	CAGL0D03586g
orf19.816	CAWG_04162	CD36_18690	CTRG_01452	---	---	---	---	---	---	---	---	---	---	
orf19.815	CAWG_04163	CD36_18700	CTRG_01453	CPAR2_209310	CORT0A08600	LELG_00774	DEHA2D10890g	PICST_67702	CANTEDRAFT_101594	SPAPADRAFT_136173	PGUG_00710.1	CLUG_00160	YLR422W	CAGL0J04642g
orf19.814	CAWG_04164	CD36_18710	CTRG_01454	CPAR2_209340	CORT0A08610	LELG_00773	DEHA2D10868g	PICST_58499	CANTEDRAFT_101536	SPAPADRAFT_60526	PGUG_00706	CLUG_00162	YDR160W	CAGL0E01089g
orf19.813	CAWG_04165	CD36_18720	CTRG_01455	CPAR2_212520	CORT0A11840	LELG_01065	DEHA2D10824g	PICST_67325	---	SPAPADRAFT_60527	PGUG_00705	CLUG_00163	---	
orf19.812	CAWG_04166	CD36_18730	CTRG_01456	CPAR2_212510	CORT0A11830	LELG_01066	DEHA2D06732g	PICST_30792	CANTEDRAFT_135843	SPAPADRAFT_66191	---	---	---	
orf19.811	CAWG_04167	CD36_18740	CTRG_01457	CPAR2_212500	CORT0A11820	LELG_01067	DEHA2D06754g	PICST_19764	CANTEDRAFT_115372	SPAPADRAFT_60528	PGUG_02465	CLUG_02757	YLR283W	CAGL0F05049g
orf19.810	CAWG_04168	CD36_18750	CTRG_01564	CPAR2_104140	CORT0B05360	LELG_01937	DEHA2F07986g	---	---	---	---	---	YGL251C	CAGL0H07601g
orf19.809	CAWG_04169	CD36_18760	CTRG_01565	CPAR2_210970	CORT0A10320	LELG_01021	DEHA2C16170g	PICST_59522	CANTEDRAFT_95589	SPAPADRAFT_50271	PGUG_03842	CLUG_01085	YOL041C	CAGL0F01023g
orf19.808	CAWG_04170	CD36_18770	CTRG_01566	CPAR2_210980	CORT0A10330	LELG_01022	DEHA2C16192g	PICST_59372	---	SPAPADRAFT_137097	PGUG_03843	CLUG_01086	YAL013W	CAGL0H06347g
orf19.4536	CAWG_01193	CD36_01710	CTRG_04593	CPAR2_106760	CORT0B07990	---	DEHA2C14586g	PICST_77227	CANTEDRAFT_113491	SPAPADRAFT_131723	PGUG_01035	CLUG_00057	YGR155W	CAGL0E03157g
orf19.807	CAWG_04171	CD36_18780	CTRG_01567	CPAR2_210990	CORT0A10340	LELG_01023	DEHA2C16214g	PICST_88854	CANTEDRAFT_111729	SPAPADRAFT_50273	PGUG_03845	CLUG_01087	YLR330W	CAGL0G00814g
orf19.806	CAWG_04172	CD36_18790	CTRG_01568	CPAR2_211000	CORT0A10350	LELG_01024	DEHA2C16236g	PICST_35827	CANTEDRAFT_95592	SPAPADRAFT_60752	---	CLUG_01088	YGR020C	CAGL0D04048g
orf19.805	CAWG_04173	CD36_18800	CTRG_01569	CPAR2_211010	CORT0A10360	LELG_01025	DEHA2C16258g	PICST_59132	CANTEDRAFT_111879	SPAPADRAFT_136980	PGUG_03847	CLUG_01089	YGR021W	CAGL0D04070g
orf19.804.1	---	---	---	CPAR2_211020	CORT0A10370	---	DEHA2C16280g	---	CANTEDRAFT_116148	SPAPADRAFT_60753	---	---	YPR010C-A	CAGL0J01699g
orf19.804	CAWG_04174	CD36_18810	CTRG_01570	CPAR2_211030	CORT0A10380	LELG_01026	DEHA2C16302g	PICST_31296	CANTEDRAFT_99650	SPAPADRAFT_50276	PGUG_03848	CLUG_01090	YPR011C	CAGL0J01661g
orf19.802	CAWG_04175	CD36_18820	CTRG_01571	CPAR2_211040	CORT0A10390	LELG_01027	DEHA2C16324g	PICST_46781	---	SPAPADRAFT_60754	PGUG_03850	CLUG_01091	YGR019W	CAGL0D04026g
orf19.801	CAWG_04176	CD36_18830	CTRG_01572	CPAR2_211050	CORT0A10400	LELG_01028	DEHA2C16346g	PICST_47348	CANTEDRAFT_127045	SPAPADRAFT_55275	PGUG_03851	CLUG_01092	YPL128C	CAGL0M02761g
orf19.799	CAWG_04177	CD36_18840	CTRG_01573	CPAR2_211060	CORT0A10410	LELG_01029	DEHA2C16368g	PICST_60945	CANTEDRAFT_110430	SPAPADRAFT_151428	PGUG_03852	CLUG_01093	YOR212W	CAGL0L02761g
orf19.798	CAWG_04178	CD36_18850	CTRG_01574	CPAR2_211070	CORT0A10420	LELG_01030	DEHA2C16390g	PICST_72662	CANTEDRAFT_116579	SPAPADRAFT_60755	PGUG_03853	CLUG_01094	YPL129W	CAGL0M02739g
orf19.797	CAWG_04179	CD36_18880	CTRG_01575	CPAR2_211080	CORT0A10430	LELG_01031	DEHA2D06952g	PICST_84005	CANTEDRAFT_115356	SPAPADRAFT_60476	PGUG_02458	CLUG_00446	YJR148W	CAGL0M00176g
orf19.4535	CAWG_01192	CD36_01720	CTRG_04594	CPAR2_106750	CORT0B07980	LELG_01592	DEHA2C14608g	PICST_43443	CANTEDRAFT_120576	SPAPADRAFT_64112	PGUG_01034	CLUG_00056	YFR029W	CAGL0I09130g
orf19.796	CAWG_04180	CD36_18890	CTRG_01576	CPAR2_211090	CORT0A10440	LELG_01032	DEHA2D06974g	PICST_47518	CANTEDRAFT_99028	SPAPADRAFT_137508	PGUG_02457	CLUG_00445	YKL189W	CAGL0D00330g
orf19.795	CAWG_04181	CD36_18900	CTRG_01577	CPAR2_211100	CORT0A10450	LELG_01033	DEHA2D06996g	PICST_58550	CANTEDRAFT_125219	SPAPADRAFT_60475	PGUG_02456	CLUG_00444	YLR417W	CAGL0J04488g
orf19.794	CAWG_04182	CD36_18910	CTRG_01578	CPAR2_211110	CORT0A10460	LELG_01034	DEHA2F08844g	PICST_89025	CANTEDRAFT_107829	SPAPADRAFT_60474	PGUG_01495	CLUG_05119	YPL042C	CAGL0L12650g
orf19.793	CAWG_04183	CD36_18920	CTRG_01579	CPAR2_211120	CORT0A10470	LELG_01035	DEHA2F08822g	PICST_45639	CANTEDRAFT_115780	SPAPADRAFT_60473	PGUG_01494	CLUG_05118	YFL029C	CAGL0K12496g
orf19.792	CAWG_04184	CD36_18930	CTRG_01581	CPAR2_211130	CORT0A10480	LELG_01036	DEHA2F08800g	PICST_31710	CANTEDRAFT_115781	SPAPADRAFT_60472	PGUG_01493	CLUG_05116	---	
orf19.791	CAWG_04185	CD36_18940	CTRG_01582	---	---	LELG_01037	DEHA2F08756g	PICST_77550	CANTEDRAFT_115782	---	PGUG_01492	CLUG_05114	YMR139W	
orf19.1592	CAWG_04186	CD36_18950	CTRG_01583	CPAR2_212820	CORT0A12120	LELG_01038	DEHA2F08734g	PICST_7821	CANTEDRAFT_113012	SPAPADRAFT_60471	PGUG_01491	CLUG_05113	YPL041C	CAGL0L12628g
orf19.1591	CAWG_04187	CD36_18960	CTRG_01584	CPAR2_212810	CORT0A12110	LELG_01039	DEHA2F08712g	PICST_31707	CANTEDRAFT_113010	SPAPADRAFT_60466	PGUG_01489	CLUG_05112	YPL028W	CAGL0L12364g
orf19.1590	CAWG_04188	CD36_18970	CTRG_01585	CPAR2_212800	CORT0A12100	LELG_01040	DEHA2F08690g	---	---	SPAPADRAFT_60464	PGUG_01488	CLUG_05110	---	
orf19.4521	CAWG_04189	CD36_18980	CTRG_01586	CPAR2_212790	CORT0A12090	LELG_01041	DEHA2F08668g	PICST_67671	CANTEDRAFT_113009	SPAPADRAFT_50071	PGUG_01487	CLUG_05109	YOR246C	CAGL0K09152g
orf19.6092	CAWG_01351	CD36_00150	CTRG_04288	CPAR2_109590	CORT0B10670	LELG_01455	DEHA2A13090g	PICST_52303	CANTEDRAFT_93853	SPAPADRAFT_131353	PGUG_03624	CLUG_03446	YHR158C	CAGL0I02090g
orf19.4534	CAWG_01191	CD36_01730	CTRG_04595	CPAR2_106740	CORT0B07970	LELG_01593	DEHA2C14630g	PICST_30636	CANTEDRAFT_113490	SPAPADRAFT_58023	PGUG_01033	CLUG_00055	YBR273C	CAGL0I09482g
orf19.4520	CAWG_04190	CD36_18990	CTRG_01587	CPAR2_212780	CORT0A12080	LELG_01042	DEHA2F08646g	PICST_83065	CANTEDRAFT_113008	SPAPADRAFT_60463	PGUG_01486	CLUG_05108	YDR248C	CAGL0K11297g
orf19.4519	CAWG_04191	CD36_19000	CTRG_01588	CPAR2_212770	CORT0A12070	LELG_01043	DEHA2F08624g	PICST_31704	CANTEDRAFT_119422	SPAPADRAFT_71052	PGUG_01485	CLUG_05106	YPL029W	CAGL0L12386g
orf19.4518	CAWG_04192	CD36_19010	CTRG_01589	CPAR2_212760	CORT0A12060	LELG_01044	DEHA2F08602g	PICST_67669	CANTEDRAFT_119419	SPAPADRAFT_150860	PGUG_01484	CLUG_05105	YPL150W	CAGL0M02299g
orf19.4517	CAWG_04193	CD36_19020	CTRG_01590	CPAR2_212750	CORT0A12050	LELG_01045	DEHA2F08580g	PICST_77557	CANTEDRAFT_113005	SPAPADRAFT_50067	PGUG_01483	CLUG_05104	---	
orf19.4516	CAWG_04194	CD36_19030	CTRG_01591	CPAR2_212740	CORT0A12040	LELG_01046	DEHA2F08558g	PICST_71737	CANTEDRAFT_97198	SPAPADRAFT_60460	PGUG_01482	CLUG_05103	YOR241W	CAGL0J03762g
orf19.4515	CAWG_04195	CD36_19040	CTRG_01592	---	---	---	---	---	---	---	---	---	---	
orf19.4513	CAWG_04196	CD36_19050	CTRG_01593	CPAR2_212730	CORT0A12030	LELG_01047	DEHA2F08536g	PICST_89147	CANTEDRAFT_113003	SPAPADRAFT_60455	PGUG_01481	CLUG_05102	---	
orf19.4511	CAWG_04197	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.4510	CAWG_04198	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.4509	CAWG_04199	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.4533	CAWG_01190	CD36_01740	CTRG_04596	CPAR2_502370	CORT0B02560	LELG_03997	DEHA2B08228g	PICST_49944	CANTEDRAFT_120357	SPAPADRAFT_138999	PGUG_02170	CLUG_00730	YDR117C	CAGL0B01837g
orf19.4508	CAWG_04200	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.4507	CAWG_04201	CD36_19060	---	---	---	---	---	---	---	---	---	---	---	
orf19.4506	CAWG_04202	CD36_19070	CTRG_01594	CPAR2_212720	CORT0A12020	LELG_01048	DEHA2F08514g	PICST_89386	CANTEDRAFT_113002	SPAPADRAFT_136285	PGUG_01480	CLUG_05100	---	
orf19.4505	CAWG_04203	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.4504	CAWG_04204	CD36_19080	CTRG_01595	CPAR2_103840	CORT0B05040	LELG_01971	DEHA2C00880g	PICST_59150	CANTEDRAFT_115586	SPAPADRAFT_60450	PGUG_01479	CLUG_05099	---	
orf19.4503	CAWG_04205	CD36_19090	CTRG_01596	CPAR2_103850	CORT0B05050	LELG_01970	DEHA2F08492g	PICST_36051	CANTEDRAFT_115584	SPAPADRAFT_60449	PGUG_01478	CLUG_05098	YGR169C-A	CAGL0I08767g
orf19.4502	CAWG_04206	CD36_19100	CTRG_01598.1	CPAR2_103860	CORT0B05060	LELG_01969.1	DEHA2F08470g	PICST_88824	CANTEDRAFT_125677	SPAPADRAFT_137527	PGUG_01477	CLUG_05096	YPL082C	CAGL0H05533g
orf19.4499	CAWG_04207	CD36_19110	CTRG_01599	CPAR2_103870	CORT0B05070	LELG_01965	DEHA2F08448g	PICST_83067	CANTEDRAFT_115582	SPAPADRAFT_60354	PGUG_01476	CLUG_05094	YBR192W	CAGL0M05225g
orf19.4498	CAWG_04208	CD36_19120	CTRG_01600	CPAR2_103880	CORT0B05080	---	DEHA2F08426g	PICST_13009	CANTEDRAFT_115581	SPAPADRAFT_135605	PGUG_01475	CLUG_05091	---	
orf19.4497	CAWG_04209	CD36_19130	CTRG_01601	CPAR2_103890	CORT0B05090	LELG_01964	DEHA2F08404g	PICST_44472	CANTEDRAFT_109230	SPAPADRAFT_137547	PGUG_01474	CLUG_05089	YBR193C	CAGL0M05247g
orf19.4532	CAWG_01189	CD36_01750	CTRG_04597	CPAR2_108260	CORT0B09420	LELG_01666	DEHA2C02574g	PICST_43180	CANTEDRAFT_115475	SPAPADRAFT_57919	PGUG_05856	CLUG_05894	YER156C	CAGL0I08547g
orf19.4496	CAWG_04210	CD36_19140	CTRG_01602	CPAR2_103900	CORT0B05100	LELG_01963	DEHA2F08382g	PICST_45794	CANTEDRAFT_115580	SPAPADRAFT_60355	PGUG_01473	CLUG_05088	YBR187W	CAGL0M06457g
orf19.4495	CAWG_04211	CD36_19150	CTRG_01603	CPAR2_103910	CORT0B05110	LELG_01962	DEHA2F08360g	PICST_31688	CANTEDRAFT_125667	SPAPADRAFT_60356	PGUG_01472.1	CLUG_02615	---	
orf19.4494	CAWG_04212	CD36_19160	CTRG_01604	CPAR2_103930	CORT0B05130	LELG_01961	DEHA2F08316g	PICST_45743	CANTEDRAFT_125662	SPAPADRAFT_150607	PGUG_01469	CLUG_02613	YKR061W	CAGL0M05841g
orf19.4492	CAWG_04213	CD36_19170	CTRG_01605	CPAR2_103960	CORT0B05160	LELG_01958	DEHA2F08294g	PICST_58362	---	SPAPADRAFT_60358	PGUG_01468	CLUG_02612	YKL172W	CAGL0L00341g
orf19.4491	CAWG_04214	CD36_19180	CTRG_01606	CPAR2_103950	CORT0B05150	LELG_01959	DEHA2F08272g	PICST_89338	CANTEDRAFT_115573	SPAPADRAFT_60359	PGUG_01467	CLUG_02611	YJL167W	CAGL0L00319g
orf19.4490.2	CAWG_04215	CD36_19190	CTRG_01607	CPAR2_103940	CORT0B05140	LELG_01960	DEHA2F08250g	PICST_77955	CANTEDRAFT_109471	SPAPADRAFT_60362	PGUG_01466	clus_CGOB_00018	YJL166W	CAGL0I06270g
orf19.4490	CAWG_04216	CD36_19200	CTRG_01608	CPAR2_103970	CORT0B05170	LELG_01957	DEHA2F08228g	PICST_89240	CANTEDRAFT_115571	SPAPADRAFT_60363	PGUG_01465	CLUG_02610	YJL177W	
orf19.4488	CAWG_04217	CD36_19210	CTRG_01609	CPAR2_103980	CORT0B05180	LELG_01956	DEHA2F08206g	PICST_83348	---	SPAPADRAFT_60364	PGUG_01464	CLUG_02609	YJL176C	CAGL0M11374g
orf19.144	CAWG_04218	CD36_19220	CTRG_01611	CPAR2_104000	CORT0B05200	LELG_01954	DEHA2F08162g	PICST_36041	CANTEDRAFT_131530	SPAPADRAFT_135852	PGUG_01461.1	CLUG_02607	YKL173W	CAGL0M08294g
orf19.145	CAWG_04219	CD36_19230	CTRG_01612	CPAR2_104010	CORT0B05210	LELG_01953	DEHA2F08140g	PICST_58607	CANTEDRAFT_115567	SPAPADRAFT_136337	PGUG_01460	CLUG_02606	YJL140W	CAGL0I04400g
orf19.4531	CAWG_01188	CD36_01760	CTRG_04598	CPAR2_108270	CORT0B09410	LELG_01665	DEHA2F25498g	PICST_57225	CANTEDRAFT_134734	SPAPADRAFT_47902	PGUG_03089	CLUG_05695	YOL075C	CAGL0I08019g
orf19.147	CAWG_04220	CD36_19240	CTRG_01613	CPAR2_104020	CORT0B05220	LELG_01952	DEHA2F08096g	PICST_15651	CANTEDRAFT_94994	SPAPADRAFT_60368	PGUG_01459	CLUG_02605	YJL141C	CAGL0I05896g
orf19.149	CAWG_04221	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.150	CAWG_04222	CD36_19250	CTRG_01614	CPAR2_104030	CORT0B05230	LELG_01951	DEHA2F08074g	PICST_78459	CANTEDRAFT_115566	SPAPADRAFT_60369	PGUG_01457	CLUG_02604	YJL143W	CAGL0I05918g
orf19.151	CAWG_04223	CD36_19260	CTRG_01615	CPAR2_104040	CORT0B05240	LELG_01950	DEHA2F08052g	PICST_16647	CANTEDRAFT_125639	SPAPADRAFT_136592	PGUG_01456	CLUG_02603	YKL174C	CAGL0M08272g
orf19.154	CAWG_04224	CD36_19270	CTRG_01616	CPAR2_404000	CORT0B05250	LELG_01949	DEHA2F08030g	PICST_36402	CANTEDRAFT_125638	SPAPADRAFT_137812	PGUG_01455	CLUG_02602	YKR060W	CAGL0H02673g
orf19.155	CAWG_04225	CD36_19280	CTRG_01617	CPAR2_104050	CORT0B05260	LELG_01948	DEHA2F07744g	PICST_46914	CANTEDRAFT_116528	SPAPADRAFT_60372	PGUG_01445	CLUG_04586	YNL229C	CAGL0J07392g
orf19.156	CAWG_04226	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.194	CAWG_04229	CD36_19300	CTRG_01618	CPAR2_209720	CORT0A08980	LELG_00996	DEHA2E10494g	PICST_31254	CANTEDRAFT_114035	SPAPADRAFT_60686	PGUG_03183	CLUG_02067	---	
orf19.193	CAWG_04230	CD36_19310	CTRG_01619	CPAR2_209710	CORT0A08970	LELG_00997	DEHA2C15114g	PICST_59600	CANTEDRAFT_113479	SPAPADRAFT_137577	PGUG_01018	CLUG_00040	---	
orf19.192	CAWG_04231	CD36_19320	CTRG_01621	CPAR2_209670	CORT0A08940	LELG_00998	DEHA2C15136g	PICST_26156	CANTEDRAFT_113478	SPAPADRAFT_55233	PGUG_01017	CLUG_00039	---	
orf19.4530.1	CAWG_01187	CD36_01770	CTRG_04599	CPAR2_108280	CORT0B09400	LELG_01663	DEHA2D06380g	PICST_67240	CANTEDRAFT_115382	SPAPADRAFT_57915	PGUG_05093	CLUG_02851	YIL024C	
orf19.191	CAWG_04232	CD36_19330	CTRG_01622	CPAR2_209660	CORT0A08930	LELG_00999	DEHA2C15026g	PICST_83286	CANTEDRAFT_120547	SPAPADRAFT_55232	PGUG_01022	CLUG_00044	YHR102W	CAGL0L11550g
orf19.190	CAWG_04233	CD36_19340	CTRG_01623	CPAR2_209650	CORT0A08920	LELG_01000	DEHA2C15048g	PICST_31247	CANTEDRAFT_92932	SPAPADRAFT_50235	PGUG_01021	CLUG_00043	YAL011W	CAGL0H06391g
orf19.188	CAWG_04234	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.185	CAWG_04236	CD36_19350	CTRG_01624	CPAR2_209640	CORT0A08910	LELG_01001	DEHA2C15070g	PICST_67479	CANTEDRAFT_113481	SPAPADRAFT_60682	PGUG_01020	CLUG_00042	YPL118W	CAGL0J06930g
orf19.184	CAWG_04237	CD36_19360	CTRG_01625	CPAR2_209630	CORT0A08900	LELG_01002	DEHA2C15092g	PICST_45177	CANTEDRAFT_113480	SPAPADRAFT_60681	PGUG_01019	CLUG_00041	YAL010C	CAGL0C02695g
orf19.183	CAWG_04238	CD36_19370	CTRG_01626	CPAR2_209620	CORT0A08890	LELG_01003	DEHA2C15004g	psti_CGOB_00065	CANTEDRAFT_104071	SPAPADRAFT_60680	PGUG_01023	CLUG_00045	YOR202W	CAGL0L02937g
orf19.182	CAWG_04239	CD36_19380	CTRG_01627	CPAR2_209610	CORT0A08880	LELG_01004	DEHA2C14982g	PICST_31242	CANTEDRAFT_113482	SPAPADRAFT_137264	PGUG_01024	CLUG_00046	YOR201C	CAGL0I10989g
orf19.4128	CAWG_04240	CD36_19390	CTRG_01628	CPAR2_209600	CORT0A08870	LELG_01005	DEHA2C14960g	PICST_45215	CANTEDRAFT_134010	SPAPADRAFT_135780	PGUG_01025	CLUG_00047	---	
orf19.4127	CAWG_04241	CD36_19410	CTRG_01630	CPAR2_209580	CORT0A08850	LELG_01007	DEHA2C14938g	PICST_59246	CANTEDRAFT_129910	SPAPADRAFT_50230	PGUG_01026	CLUG_00048	YHR016C	CAGL0A02145g
orf19.4125	CAWG_04242	CD36_19420	CTRG_01631	CPAR2_209570	CORT0A08840	LELG_01008	DEHA2C06820g	PICST_31236	CANTEDRAFT_112806	SPAPADRAFT_135830	PGUG_05357	CLUG_04518	YPR186C	CAGL0G10021g
orf19.4529	CAWG_01186	CD36_01790	CTRG_04600	CPAR2_108290	CORT0B09390	LELG_01662	DEHA2D06358g	PICST_67239	CANTEDRAFT_99046	SPAPADRAFT_57912	PGUG_05092	CLUG_02852	YKL122C	CAGL0K11660g
orf19.4123	CAWG_04243	CD36_19430	CTRG_01632	CPAR2_209560	CORT0A08830	LELG_01009	DEHA2C06798g	PICST_58253	CANTEDRAFT_118856	SPAPADRAFT_50228	PGUG_05356	CLUG_04517	YNL139C	CAGL0J05654g
orf19.3521	CAWG_04244	CD36_19440	CTRG_00032	CPAR2_401420	CORT0E01470	LELG_04366	DEHA2D18216g	PICST_52035	CANTEDRAFT_127085	SPAPADRAFT_142046	PGUG_05225	CLUG_03073	YDR376W	CAGL0A03014g
orf19.3522	CAWG_04245	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.3523	CAWG_04246	CD36_19450	CTRG_01634	CPAR2_210090	CORT0A09350	LELG_00959	DEHA2C06358g	PICST_5847	CANTEDRAFT_119648	SPAPADRAFT_136900	PGUG_05344	CLUG_02781	YPR161C	CAGL0I08349g
orf19.3526	CAWG_04247	CD36_19460	CTRG_01635	CPAR2_210080	CORT0A09340	LELG_00960	DEHA2C06380g	PICST_80454	CANTEDRAFT_113074	SPAPADRAFT_60662	PGUG_05345	CLUG_02782	YOL103W	CAGL0I07447g
orf19.3527	CAWG_04248	CD36_19470	CTRG_01636	CPAR2_210070	CORT0A09330	LELG_00961	DEHA2C06402g	PICST_86147	CANTEDRAFT_113072	SPAPADRAFT_60663	PGUG_05346	CLUG_02783	YOR065W	CAGL0L10406g
orf19.3528	CAWG_04249	CD36_19480	CTRG_01637	CPAR2_210060	CORT0A09320	LELG_00962	DEHA2C06446g	PICST_34288	CANTEDRAFT_113071	SPAPADRAFT_60664	PGUG_05347	CLUG_00916	YKR074W	CAGL0G02013g
orf19.3529	CAWG_04250	CD36_19490	CTRG_01638	---	---	---	DEHA2C06688g	PICST_66417	CANTEDRAFT_92575	---	PGUG_05348	CLUG_00915	---	
orf19.3530	CAWG_04251	CD36_19500	CTRG_01639	CPAR2_210000	CORT0A09260	LELG_00963	DEHA2C06666g	PICST_86322	CANTEDRAFT_113070	SPAPADRAFT_60665	PGUG_05349	CLUG_00914	YOR061W	CAGL0G02035g
orf19.3531	CAWG_04252	CD36_19510	CTRG_01640	CPAR2_210010	CORT0A09270	LELG_00964	DEHA2C06644g	PICST_52114	CANTEDRAFT_92573	SPAPADRAFT_71186	PGUG_05350	CLUG_00913	YOR060C	CAGL0L10340g
orf19.4528	CAWG_01185	CD36_01800	CTRG_04601	CPAR2_108300	CORT0B09380	LELG_01661	DEHA2D05588g	PICST_30568	CANTEDRAFT_106021	SPAPADRAFT_53226	PGUG_05591	CLUG_03254	YLR065C	CAGL0F01617g
orf19.3532	CAWG_04253	CD36_19520	CTRG_01641	CPAR2_210020	CORT0A09280	LELG_00965	DEHA2C06622g	PICST_37563	CANTEDRAFT_129622	SPAPADRAFT_60666	PGUG_05351	CLUG_00912	YNL284C	CAGL0I03036g
orf19.3533	CAWG_04254	CD36_19530	CTRG_01643	CPAR2_209980	CORT0A09240	LELG_00970	DEHA2C06512g	PICST_35784	CANTEDRAFT_118948	SPAPADRAFT_60668	PGUG_05352	CLUG_00885	YDR512C	CAGL0K05797g
orf19.3534	CAWG_04255	CD36_19540	CTRG_01644	CPAR2_209990	CORT0A09250	LELG_00969	DEHA2C06490g	PICST_45361	CANTEDRAFT_129398	SPAPADRAFT_60670	PGUG_05353	CLUG_00884	YIL118W	CAGL0G08558g
orf19.3535	CAWG_04256	CD36_19550	CTRG_01645	CPAR2_210050	CORT0A09310	LELG_00968	DEHA2C06468g	PICST_31230	CANTEDRAFT_101593	SPAPADRAFT_60671	PGUG_05354	CLUG_04519	YOL007C	CAGL0E02409g
orf19.3536	CAWG_04257	CD36_19560	CTRG_01646	CPAR2_210040	CORT0A09300	LELG_00967	DEHA2C06710g	PICST_44751	---	SPAPADRAFT_60675	PGUG_05355	---	YOR320C	CAGL0I09922g
orf19.3537	CAWG_04258	CD36_19570	CTRG_01656	CPAR2_210130	CORT0A09415	LELG_00954	DEHA2C06270g	PICST_34284	CANTEDRAFT_92582	SPAPADRAFT_55210	PGUG_05341	CLUG_02779	YKL086W	CAGL0L05258g
orf19.3538	CAWG_04259	CD36_19580	CTRG_01655	CPAR2_210140	CORT0A09420	LELG_00953	DEHA2C06248g	PICST_52484	CANTEDRAFT_119656	SPAPADRAFT_55209	PGUG_05338	CLUG_02778	---	
orf19.3539	CAWG_04260	CD36_19590	CTRG_01649	CPAR2_210160	CORT0A09440	LELG_00950.1	DEHA2C05192g	PICST_52942	CANTEDRAFT_130354	SPAPADRAFT_136185	PGUG_05292	CLUG_00418	YBR141C	CAGL0A03674g
orf19.3540	CAWG_04261	CD36_19600	CTRG_01650	CPAR2_210170	CORT0A09450	LELG_00948	DEHA2C05170g	PICST_28472	CANTEDRAFT_121972	SPAPADRAFT_50211	PGUG_05291	CLUG_00416	YBR142W	CAGL0A03652g
orf19.3541	CAWG_04262	CD36_19610	CTRG_01651	CPAR2_210180	CORT0A09460	LELG_00947	DEHA2C05148g	PICST_80337	CANTEDRAFT_130352	SPAPADRAFT_60656	PGUG_05290	CLUG_00415	YBR143C	CAGL0L06754g
orf19.4527	CAWG_01184	CD36_01840	---	CPAR2_108370	---	LELG_01673	---	---	---	---	PGUG_05859	---	---	
orf19.3542	CAWG_04263	CD36_19620	CTRG_01652	CPAR2_206640	CORT0A05990	LELG_00639	DEHA2C05126g	PICST_34280	CANTEDRAFT_114028	SPAPADRAFT_60655	PGUG_05289	CLUG_05325	YNL323W	CAGL0D02442g
orf19.3543	CAWG_04264	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.3544	CAWG_04265	CD36_19630	---	CPAR2_206630	CORT0A05980	LELG_00637	DEHA2C05104g	PICST_28468	CANTEDRAFT_114027	SPAPADRAFT_60653	PGUG_05287	CLUG_05327	YML131W	CAGL0K12958g
orf19.3545	CAWG_04266	CD36_19640	CTRG_01654	CPAR2_206610	CORT0A05970	LELG_00635	DEHA2C05060g	PICST_37961	CANTEDRAFT_97999	SPAPADRAFT_136404	PGUG_05284	CLUG_05328	YAR019C	CAGL0C05005g
orf19.3546	CAWG_04267	CD36_19650	CTRG_01657	CPAR2_206600	CORT0A05960	LELG_00634	DEHA2C05038g	PICST_34278	CANTEDRAFT_97998	SPAPADRAFT_60652	PGUG_05098	CLUG_05329	YJL210W	CAGL0I06292g
orf19.3547	CAWG_04268	CD36_19660	CTRG_01658	CPAR2_206590	CORT0A05950	LELG_00633	DEHA2C05016g	PICST_80365	CANTEDRAFT_105299	SPAPADRAFT_50205	PGUG_05099	CLUG_03781	YDR496C	CAGL0I02926g
